age,monthly_income,savings,investment_amount,risk_level,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,recommendations
24,47078,4300,1300,0,19633.36,24.43,2.19,1.02,0.95,Fixed Deposit
21,111288,51300,22600,2,10624.23,16.18,4.91,2.01,-1.79,Stocks
23,88524,34100,16000,1,11975.85,34.85,1.87,3.95,0.21,ETFs
44,17219,58500,21600,0,2448.04,26.13,1.69,1.81,0.58,Gold
20,5235,23400,16400,0,2748.64,14.59,1.08,5.93,2.67,Fixed Deposit
26,47929,48500,27600,0,10981.36,25.17,2.8,3.32,0.15,Fixed Deposit
47,132309,34700,21200,0,14698.62,22.4,1.19,3.99,1.62,Bonds
26,72444,2500,800,1,10702.06,36.31,3.27,1.8,-2.23,Index Funds
39,144639,55000,26400,2,3786.22,13.78,1.2,2.45,-1.07,Real Estate
19,106834,24600,8100,0,3297.86,36.26,3.1,4.07,0.66,Fixed Deposit
50,89555,10000,8000,1,14505.25,25.37,4.22,3.75,0.65,Mutual Funds
29,78698,35000,23500,2,3887.26,22.13,0.69,4.92,-1.08,Crypto
43,129450,32400,22400,1,9159.94,14.86,2.39,2.35,1.43,ETFs
46,141487,9700,7800,1,2706.18,31.02,2.57,4.27,-0.25,Mutual Funds
45,172231,19100,13600,1,2901.7,37.8,4.06,2.45,-0.29,ETFs
42,48925,50800,33500,0,10866.78,21.26,2.61,3.93,-0.12,Fixed Deposit
40,142023,18300,13200,1,10946.97,17.25,3.05,4.03,2.01,Index Funds
41,92388,22300,15800,1,7822.26,26.65,4.06,1.61,1.63,ETFs
48,13007,14200,4700,1,5430.28,33.89,3.02,3.74,2.82,Index Funds
19,177904,56300,38800,0,13733.56,10.11,2.11,1.06,0.83,Fixed Deposit
40,63596,58900,46500,2,13084.41,28.94,0.89,3.51,2.9,Real Estate
20,126101,17200,9600,1,9585.81,27.9,3.78,4.49,0.36,Index Funds
27,166595,11900,8100,1,15512.16,19.54,4.42,1.36,-0.19,ETFs
41,93861,20100,13900,0,2810.31,23.54,4.87,5.69,-0.66,Gold
22,91740,32300,18100,1,21187.49,17.41,4.67,3.29,-0.26,Index Funds
27,20524,39600,18600,2,9391.83,33.7,4.09,5.69,-0.19,Stocks
45,155354,29100,21500,2,10708.84,29.04,3.4,1.54,-1.03,Stocks
38,160002,13400,8200,1,6482.97,25.98,4.02,5.75,-0.89,Index Funds
25,136149,13600,9900,1,15576.4,21.78,2.44,1.55,0.91,Mutual Funds
27,130501,40800,17500,1,5785.73,18.74,3.18,3.31,-0.73,Mutual Funds
39,25611,25800,16300,2,7601.99,34.68,2.07,5.69,-2.55,Stocks
44,153056,51200,16900,1,20803.11,23.54,1.97,2.16,-2.63,Mutual Funds
38,19060,61200,28200,2,16271.17,25.04,3.91,1.17,-3.15,Stocks
39,48303,49400,36600,1,8237.85,25.62,2.54,4.97,-2.13,Mutual Funds
43,195279,12600,9200,2,5702.76,23.45,1.45,3.98,-1.8,Crypto
20,165359,29800,21800,2,11928.25,17.68,1.41,3.57,-1.46,Crypto
38,44711,5000,2100,0,2505.76,13.61,4.37,1.17,0.43,Bonds
43,148026,53600,26300,1,2919.96,12.96,3.55,4.27,-1.91,Index Funds
30,78340,9500,6700,2,9855.24,32.72,2.96,1.86,-1.38,Stocks
33,107974,6700,3900,2,6042.94,16.71,2.3,5.66,-2.75,Real Estate
42,154646,14400,7900,1,16287.31,11.67,2.44,4.43,-0.99,ETFs
24,145256,70000,37800,1,14674.44,33.93,0.76,4.54,1.09,ETFs
47,155168,37000,26300,0,12666.26,14.62,2.55,2.16,-0.04,Gold
39,72728,49300,34000,0,12732.68,28.75,4.08,5.4,0.12,Gold
18,170088,65800,46700,1,11479.81,20.16,2.25,3.69,0.0,Index Funds
32,16246,77100,27000,2,3950.17,13.79,2.23,5.29,-1.93,Crypto
49,181630,59500,32100,1,13497.8,22.43,0.57,2.35,-0.61,Index Funds
40,154453,21900,15300,1,4255.59,10.44,2.56,4.78,0.33,Mutual Funds
45,132796,8900,3000,0,6653.63,35.23,0.61,3.87,1.45,Gold
45,172527,39400,16500,0,13479.59,25.4,3.07,1.24,0.55,Gold
49,97263,16200,12500,1,8447.85,14.17,2.78,3.03,1.32,Index Funds
27,140090,60500,33900,1,14364.64,17.11,4.28,1.92,-1.63,Mutual Funds
35,16302,7300,2300,2,4984.7,23.44,3.12,2.8,-2.26,Stocks
44,72506,57200,18300,1,18688.25,15.67,1.96,2.92,-2.63,Mutual Funds
19,46157,8300,5900,0,2734.73,18.06,2.82,3.37,1.23,Fixed Deposit
36,59917,21400,10700,1,12896.64,26.03,3.65,4.0,-2.16,Mutual Funds
23,101646,22500,18000,1,11693.64,34.98,0.92,3.85,1.59,Index Funds
41,88122,12000,6400,1,9842.0,22.06,3.29,1.19,-0.67,Mutual Funds
45,29519,14600,7700,1,4999.1,31.51,4.62,4.75,2.5,ETFs
38,192891,44800,21100,1,2488.59,36.3,1.85,5.75,-0.67,ETFs
27,85910,24400,7600,1,2972.83,16.49,3.32,2.74,-0.59,Index Funds
40,125430,17600,8600,0,11424.08,34.22,4.2,1.9,0.1,Fixed Deposit
28,76324,14700,7500,1,15975.59,32.72,2.8,3.7,-0.62,Index Funds
24,10408,32200,10300,1,10082.93,20.71,3.73,4.52,0.63,Mutual Funds
47,64379,51600,40200,2,20515.82,39.69,1.9,4.39,-1.57,Stocks
25,30053,19100,7100,1,20911.23,17.88,1.88,4.06,0.28,Mutual Funds
34,145518,43400,19500,2,9169.17,17.64,3.5,1.73,-1.13,Real Estate
26,136994,15500,7300,1,10605.95,33.17,3.67,5.18,-0.31,Index Funds
27,103723,6000,3200,1,13261.99,23.04,4.72,3.13,-2.06,ETFs
44,56356,52800,22700,1,10327.66,19.92,1.51,2.11,1.31,ETFs
42,15789,11900,9200,0,6539.72,15.36,2.61,1.43,-0.53,Gold
43,102720,6000,4500,2,5841.1,32.96,1.63,3.08,1.37,Stocks
48,71656,1700,1100,2,16265.33,33.59,0.86,4.09,-1.11,Stocks
49,49028,25700,8500,1,15169.38,27.0,2.31,4.33,-0.01,Index Funds
20,69484,17100,5600,1,11903.39,38.72,2.18,5.81,1.39,Index Funds
29,37154,32100,16700,2,11601.43,19.54,1.72,1.77,-1.76,Crypto
44,7336,68600,20600,1,8066.89,16.59,1.84,5.93,-1.32,Index Funds
45,108677,44200,31400,1,2791.55,30.32,2.12,4.27,1.22,Mutual Funds
26,72779,89800,53900,1,7662.86,32.75,4.95,3.27,2.02,ETFs
37,24029,7300,5700,1,9696.99,16.75,4.02,5.44,0.02,Index Funds
32,64201,32000,22100,1,21160.88,12.3,0.82,4.47,-1.45,ETFs
35,37265,7300,4600,1,14613.15,34.32,4.43,2.74,-0.48,ETFs
30,107916,55400,29400,0,11445.95,39.3,3.35,5.42,2.95,Gold
27,179944,15000,9900,2,3809.68,29.34,4.51,4.33,-2.0,Real Estate
45,51197,19200,13100,1,5544.33,18.34,2.04,4.49,0.79,Mutual Funds
38,130733,26000,14000,0,5618.1,39.9,2.59,5.48,0.19,Gold
29,191252,71000,36900,1,12510.66,36.8,4.53,3.24,-1.73,Index Funds
31,159782,25800,20400,1,13975.42,25.4,1.73,4.28,-0.47,Mutual Funds
25,165558,14200,7700,2,8668.9,34.76,4.62,4.72,-2.71,Crypto
48,76907,75100,36000,1,7026.54,34.47,4.23,3.27,0.43,Mutual Funds
27,133876,18000,14200,0,1220.79,38.04,4.91,1.42,0.65,Fixed Deposit
22,69435,7000,3500,1,4770.15,35.23,1.96,4.86,-2.05,Index Funds
34,45631,5100,2700,0,8710.95,29.31,1.56,1.24,0.83,Fixed Deposit
22,134038,47300,29300,0,3673.89,28.28,1.99,4.59,-1.0,Gold
41,25103,66300,41800,1,7814.71,24.02,4.8,5.55,-1.13,Mutual Funds
37,69772,13200,9000,1,14282.76,28.79,2.0,2.73,-1.46,Mutual Funds
49,131108,88500,38900,1,9749.8,33.86,3.04,1.51,0.99,ETFs
43,19382,4300,3100,1,3552.63,39.07,2.32,2.16,-2.51,Index Funds
26,89291,25800,18800,1,5214.98,24.02,2.28,3.81,-2.38,Mutual Funds
28,106195,26100,13800,1,8196.84,27.21,1.37,5.71,-0.89,Index Funds
40,139828,34300,19600,1,7457.29,23.34,2.92,3.56,-0.84,Mutual Funds
28,25609,48600,25800,1,13659.34,30.05,4.32,1.56,0.94,Mutual Funds
48,152550,4200,1400,0,8828.88,28.9,0.72,4.14,-0.14,Bonds
23,175738,6700,4000,0,9476.22,10.54,4.5,4.66,-0.13,Fixed Deposit
29,80683,86300,41400,1,12998.05,26.23,3.49,2.97,-2.43,Mutual Funds
24,129714,40900,19200,0,7017.65,12.65,3.28,4.61,-0.35,Bonds
26,135330,24200,15700,1,21820.77,10.79,3.32,2.62,-3.61,Mutual Funds
39,76315,44100,27800,1,6948.84,33.74,1.83,4.95,0.36,ETFs
18,82834,1400,1100,1,3021.43,17.76,2.37,2.71,1.02,Index Funds
45,131205,34700,24300,2,14963.3,20.22,4.1,2.28,-1.17,Real Estate
46,19153,32900,20100,1,10703.63,11.92,1.88,5.4,0.56,ETFs
25,81325,32800,19700,1,15630.45,15.39,2.62,3.74,-0.66,ETFs
42,149071,13200,4000,1,11813.01,32.97,0.59,2.43,1.85,Index Funds
29,60318,34200,27400,1,19775.61,24.81,3.8,5.68,0.34,Mutual Funds
33,136886,3800,3000,2,21913.81,36.42,2.38,4.45,-1.56,Real Estate
50,120033,13900,9500,1,9406.13,21.92,2.86,2.1,1.76,Mutual Funds
24,81077,45800,16900,1,9778.3,18.06,1.02,4.07,1.24,Index Funds
18,95474,39700,12700,0,8979.77,20.43,4.96,5.35,-0.62,Gold
44,138515,6500,4200,2,20317.95,31.38,1.86,4.48,0.74,Crypto
19,78319,18900,10800,1,13337.07,26.65,3.36,2.22,0.72,Mutual Funds
18,130885,37800,15100,1,5325.25,37.13,3.12,4.24,-0.64,ETFs
22,114777,6900,2300,1,12316.53,28.07,4.03,4.1,0.1,ETFs
20,22368,63600,42600,1,7597.68,24.79,1.82,5.1,0.37,ETFs
20,151400,28200,8700,2,16038.37,33.57,3.9,1.89,-1.01,Crypto
20,193014,10900,7000,0,4555.66,38.43,2.22,4.5,2.02,Gold
19,96751,78200,55500,1,12306.65,20.68,2.35,1.14,-2.97,Mutual Funds
40,32306,58200,39600,1,13570.91,17.5,3.53,4.48,1.02,Mutual Funds
30,175987,21800,14000,1,6690.92,28.49,4.03,5.8,-1.83,Index Funds
19,42219,73100,55600,0,3601.11,24.97,3.5,1.87,-0.37,Bonds
18,65279,33100,23200,2,10280.23,39.68,4.55,2.56,-2.4,Crypto
33,58028,37400,12700,2,11299.05,23.87,1.78,3.91,-1.98,Real Estate
49,109263,48800,27300,0,6256.04,12.23,4.55,4.66,-0.13,Bonds
38,5126,50000,34000,1,11251.62,39.32,1.09,2.72,0.11,Mutual Funds
46,57329,48100,18800,0,3401.22,35.31,3.47,4.32,1.59,Bonds
46,32632,20100,15500,1,9007.55,15.35,2.96,5.5,-0.6,Index Funds
37,114945,22000,15400,0,4663.78,37.14,2.73,4.63,0.92,Gold
35,60176,71500,23600,1,16098.94,20.22,1.9,4.56,-0.02,ETFs
43,180399,16100,12900,1,2198.34,21.31,2.77,2.91,0.87,Mutual Funds
50,139869,20900,13800,2,16726.84,37.19,1.23,5.56,-1.64,Stocks
22,183954,12300,6400,0,5929.88,25.9,2.16,2.39,0.13,Bonds
42,149790,55600,22200,1,8397.88,14.13,0.94,2.03,0.56,Index Funds
42,39560,13700,4200,0,5817.29,21.07,3.07,2.82,-0.74,Gold
34,81589,55000,23700,1,11840.58,31.66,0.93,4.25,0.57,ETFs
44,27116,6100,2400,1,15909.13,15.23,1.22,5.31,0.71,Index Funds
40,172316,60900,25000,1,15606.97,27.71,0.88,1.66,-0.78,Mutual Funds
38,137717,41200,26400,1,10720.52,30.86,2.22,5.07,1.16,Mutual Funds
26,183595,3900,1900,1,16977.2,20.32,4.29,5.06,-3.45,Index Funds
24,129085,6900,3000,2,13613.03,30.82,4.58,3.93,-2.87,Crypto
34,122718,23300,7200,2,12095.87,36.53,0.82,4.8,-1.55,Real Estate
33,24256,6800,5000,1,4677.64,24.16,3.36,1.91,0.42,ETFs
46,105158,63800,44000,2,15461.58,21.49,3.58,1.85,-1.13,Stocks
41,189245,19100,12800,1,8633.64,17.53,2.9,5.31,-2.01,Index Funds
20,173502,42600,18300,1,5573.89,28.13,3.5,3.49,-0.13,ETFs
49,175354,66500,30600,0,5961.18,36.4,1.55,2.23,0.15,Fixed Deposit
31,124719,34500,23800,0,7403.15,19.74,2.7,4.44,-0.95,Fixed Deposit
27,199446,44100,26000,2,8919.69,21.89,2.26,5.46,-1.78,Crypto
43,73244,2700,1400,1,5350.73,22.2,0.9,4.16,0.01,ETFs
18,147766,64400,39900,1,3440.19,26.82,3.32,2.74,1.19,Index Funds
32,61264,37300,12300,1,3177.15,16.85,2.73,3.42,-1.82,ETFs
24,62545,13900,10400,1,9643.86,34.67,1.74,4.76,2.37,Index Funds
30,44224,72100,30300,0,12841.35,18.87,2.63,1.34,-0.85,Gold
23,102945,19600,15700,1,5492.67,31.16,3.99,2.09,-0.96,Mutual Funds
33,18224,7900,6100,1,1891.14,25.4,4.11,3.31,0.2,Mutual Funds
35,45738,12200,8900,1,4157.09,27.58,3.42,4.02,0.15,ETFs
47,161222,2500,1600,2,15462.48,15.39,2.6,2.7,-3.35,Crypto
18,68731,42700,30700,1,8488.22,32.05,3.09,2.49,-0.16,Index Funds
37,185760,25900,14200,0,8614.87,15.66,2.23,1.21,0.87,Fixed Deposit
42,144649,15500,11300,0,2706.87,13.4,1.07,1.16,1.54,Gold
36,13070,29500,17700,1,20065.23,26.4,2.24,2.39,-0.17,Mutual Funds
44,131161,50300,15100,1,9268.78,31.28,2.89,3.65,-0.53,ETFs
30,13666,17400,5200,0,3878.87,11.5,3.19,3.78,1.09,Fixed Deposit
20,62761,48800,32200,0,2643.92,12.08,4.71,3.47,2.69,Bonds
35,41368,10500,4200,0,6685.72,34.08,4.0,3.05,0.14,Fixed Deposit
48,142855,30700,15400,0,13846.76,34.27,1.18,2.26,-0.27,Fixed Deposit
35,46914,20900,11100,0,13160.75,17.36,1.28,3.0,1.89,Bonds
49,132738,19500,12900,2,10531.55,28.46,0.95,1.69,-1.69,Real Estate
37,72526,48500,24700,0,11809.77,23.3,3.82,1.58,0.09,Gold
19,181837,8500,4800,0,2795.48,28.98,3.68,2.5,3.61,Bonds
43,24956,24300,8300,1,10792.85,35.89,4.94,5.98,0.68,Index Funds
44,51240,16100,7100,1,11118.0,12.4,2.85,2.63,1.15,Index Funds
45,126008,8800,3800,1,3645.69,33.34,4.22,5.68,-0.49,ETFs
43,173220,2900,1000,1,14924.4,24.79,3.09,2.96,0.88,ETFs
39,99270,21100,7000,0,4756.22,26.92,4.43,3.2,1.82,Bonds
26,9757,16900,5600,2,6512.58,29.62,3.74,4.99,-2.27,Stocks
32,24097,51900,21300,1,11057.19,37.68,3.39,1.47,-0.14,ETFs
24,146467,5900,3200,1,10493.66,11.7,3.04,1.91,0.52,Index Funds
30,152313,3700,1700,0,12299.42,10.88,3.75,5.87,-0.08,Gold
42,108892,43900,18400,0,3179.71,15.35,2.39,3.53,-0.73,Gold
35,163768,45200,34800,0,13770.65,39.59,0.93,1.22,2.09,Bonds
37,75480,39500,13000,0,8364.82,31.45,0.68,1.24,0.31,Gold
21,51163,44200,16400,2,10944.43,28.44,2.66,5.54,-1.05,Crypto
37,24816,22300,16300,1,16591.39,11.41,3.2,5.37,1.48,Index Funds
41,185912,85800,29200,1,15761.91,36.37,0.85,3.29,2.08,ETFs
48,57853,40300,12500,1,3327.16,34.38,1.79,1.82,1.71,Mutual Funds
39,160989,17700,11300,0,12557.26,29.94,1.95,5.15,-0.62,Gold
30,101731,16600,12300,1,3082.45,20.17,3.03,2.62,-0.56,Mutual Funds
39,157638,15500,5700,1,2450.3,12.12,1.75,3.1,-1.56,Mutual Funds
41,67823,32100,24400,0,10612.17,27.4,0.93,4.41,0.38,Gold
27,156878,10400,5300,0,16366.98,31.59,1.24,2.77,1.65,Gold
46,6759,59600,47700,0,3476.91,12.83,1.28,4.14,0.85,Fixed Deposit
29,178021,8500,4200,0,10700.32,29.01,4.29,5.43,2.63,Bonds
49,97374,39900,24300,1,3083.92,18.59,1.78,4.99,-2.91,Mutual Funds
21,138554,26900,19400,0,11912.5,32.93,3.72,2.91,0.21,Fixed Deposit
20,29442,46300,19400,1,16772.24,26.19,3.06,2.44,1.25,Mutual Funds
46,169791,8500,2600,1,11826.7,13.87,4.9,2.43,-0.91,Index Funds
41,194138,15200,8200,2,6161.73,25.8,1.73,2.74,-1.7,Stocks
40,98501,42400,30500,1,11966.27,21.87,1.21,3.47,-1.81,Mutual Funds
35,7079,41300,28500,1,22522.0,15.41,0.73,3.08,0.16,Mutual Funds
18,138789,40600,23100,1,11451.17,35.25,1.58,1.67,-1.85,Mutual Funds
30,64676,34300,16800,1,8516.55,10.33,3.58,1.82,2.21,Index Funds
49,164024,18500,6800,1,15416.2,19.36,0.88,2.71,0.77,ETFs
35,178532,25800,19900,1,7216.53,10.38,1.6,3.81,-0.3,Index Funds
50,95397,12800,7300,0,20148.26,12.88,4.35,3.96,-0.12,Gold
22,77847,72100,51900,0,15031.97,18.91,3.12,3.43,1.62,Gold
29,98607,2800,1400,0,1937.27,11.63,0.81,4.69,2.01,Bonds
23,154521,10300,8100,1,7605.24,27.9,0.71,4.69,-1.4,ETFs
22,169608,5800,3500,2,3762.88,12.61,0.78,3.14,-1.1,Crypto
49,69077,27500,10500,1,9421.59,31.05,4.74,1.62,-0.54,Mutual Funds
29,43258,74600,47000,0,11917.48,11.58,4.32,3.65,-0.94,Fixed Deposit
41,184374,11100,7700,1,5729.25,11.78,4.3,2.91,-2.71,ETFs
47,164937,12600,9700,2,7649.68,19.16,4.66,1.69,-1.22,Stocks
46,142717,4000,1500,2,6087.26,36.9,2.77,5.91,-1.06,Real Estate
35,124771,48600,15100,2,11738.41,29.24,1.61,2.85,-1.8,Crypto
41,43000,11300,8500,0,3155.05,33.1,2.31,4.13,0.66,Fixed Deposit
19,31737,62200,24300,1,14132.95,14.25,3.73,3.45,-0.19,ETFs
39,16485,8000,4400,0,1503.37,35.02,4.44,1.71,0.93,Bonds
27,43565,1200,800,1,21079.4,10.24,2.46,1.28,-1.48,Index Funds
20,161594,39500,31200,1,9975.38,16.39,2.91,4.13,0.95,Mutual Funds
36,124614,76800,30700,1,5883.63,28.48,4.69,2.24,0.22,ETFs
49,70155,17800,9300,1,12043.64,21.26,0.98,2.22,-0.82,ETFs
50,191240,29000,11300,0,8436.66,39.53,4.38,5.78,2.41,Gold
39,57487,37400,19400,0,9012.53,10.91,1.22,3.31,0.17,Gold
32,134948,10200,3700,0,3086.7,39.96,2.68,1.15,-0.79,Fixed Deposit
24,17342,22100,9100,1,6903.31,28.71,1.48,2.7,0.42,Index Funds
28,45806,19600,7300,1,5896.39,26.76,3.21,3.92,-1.42,Mutual Funds
44,53770,44500,29800,1,2010.3,11.79,3.01,2.64,-0.27,ETFs
46,83623,44600,32100,0,7890.91,18.2,2.21,1.13,3.04,Bonds
35,108177,20300,13200,2,2944.6,37.74,4.38,3.22,-2.65,Real Estate
31,136026,57600,39700,0,12250.63,20.63,3.47,1.53,-0.79,Fixed Deposit
30,80629,16000,5400,1,9217.9,29.85,3.75,4.1,-0.22,Mutual Funds
28,125993,33000,19800,1,4512.45,39.98,1.18,4.1,-0.55,Index Funds
20,188675,8200,6200,0,13137.44,17.89,4.47,1.19,-0.75,Fixed Deposit
50,131944,16100,9800,1,15923.0,27.28,1.25,2.45,2.54,Index Funds
25,110947,89100,35600,0,2962.9,30.89,1.5,3.07,-0.83,Bonds
38,31399,13500,4300,0,10162.13,14.94,1.08,3.75,0.6,Bonds
37,133177,30100,19000,1,2789.59,14.46,2.48,2.48,-0.92,Mutual Funds
43,114575,22800,7300,1,15465.97,23.69,4.49,2.44,0.6,Index Funds
50,115904,18600,13800,1,2145.64,21.57,1.64,5.92,1.4,Mutual Funds
28,191178,64400,49600,0,14642.41,31.43,2.18,1.21,-0.11,Bonds
48,35678,11500,6200,1,11066.85,12.09,4.31,5.95,-0.86,ETFs
28,81218,28400,13900,1,1240.37,39.16,3.28,1.24,-0.19,ETFs
27,68230,20200,9300,0,13573.27,10.43,3.88,2.44,0.8,Fixed Deposit
36,79055,19500,14400,1,8216.02,28.04,1.46,3.47,1.3,Mutual Funds
22,192445,21800,8900,1,4635.94,26.88,3.72,1.72,0.39,ETFs
43,167552,7000,5500,0,12091.67,14.04,1.52,1.67,-0.12,Bonds
30,77258,54000,40000,0,15283.69,14.53,4.94,2.28,1.92,Fixed Deposit
41,44986,40400,21400,0,7870.31,33.78,3.02,5.87,-0.94,Fixed Deposit
26,160232,63400,46300,1,7145.4,36.63,3.63,2.9,-0.62,Index Funds
47,90595,14100,8500,0,13480.9,18.49,1.03,3.83,2.69,Gold
32,106358,17500,13500,0,11744.45,23.14,1.63,4.52,-0.15,Bonds
30,69929,36400,21100,1,14285.79,20.65,1.13,4.71,0.99,ETFs
49,78506,43400,24300,1,11662.6,12.18,2.26,4.44,-1.33,Index Funds
41,39911,23500,10300,1,4689.53,30.2,1.78,2.68,1.5,Mutual Funds
49,92127,59700,19100,2,19351.56,34.76,3.8,1.56,-1.73,Crypto
34,167893,88500,41600,2,3058.13,19.15,0.99,2.41,-1.84,Real Estate
48,196607,12900,6800,1,5190.28,39.71,3.88,2.05,1.34,Index Funds
29,118453,14200,8100,1,9860.64,12.28,0.71,1.68,-0.54,ETFs
27,89458,23500,18100,1,8784.58,29.85,1.41,1.12,-0.36,Index Funds
48,17175,31700,23100,1,2297.23,23.45,4.06,5.68,0.65,Index Funds
44,124235,77700,49000,0,12110.85,23.4,3.84,5.61,-0.44,Bonds
31,59771,17300,12600,2,7348.53,23.73,2.64,1.25,-1.57,Real Estate
28,132157,22600,8400,1,7644.1,17.76,0.72,1.87,-0.85,Mutual Funds
32,126300,8800,3900,1,13930.25,31.47,3.24,1.7,-1.46,Index Funds
48,91925,59900,24600,1,6239.76,31.65,2.33,2.41,1.74,Mutual Funds
26,71358,75700,53700,0,2324.77,18.47,1.92,2.02,1.81,Gold
25,153399,20500,13100,2,4085.5,35.06,3.38,5.73,-1.26,Crypto
45,52057,21700,9500,1,21716.34,19.51,2.46,1.42,0.65,Mutual Funds
41,11150,28200,16400,1,2612.75,31.75,0.92,2.06,-0.41,ETFs
35,9425,90800,40000,1,6750.93,13.63,4.62,1.4,2.19,Mutual Funds
45,21032,90300,37900,0,8683.81,15.06,4.0,5.9,3.55,Gold
38,7198,8800,2900,1,8304.8,19.47,0.75,5.59,1.1,Index Funds
22,196572,59900,45500,1,1547.84,27.82,2.86,4.58,-0.77,ETFs
21,189466,23700,13700,1,9833.29,29.37,0.88,3.13,-1.74,Index Funds
50,156151,47800,38200,0,7989.65,21.89,4.27,1.95,0.37,Gold
22,172292,50600,22300,0,16038.25,12.34,3.26,2.11,-0.23,Fixed Deposit
36,177946,56900,29600,1,4715.12,21.21,1.28,3.22,-2.16,ETFs
48,149931,36400,17100,1,6127.36,30.66,0.59,4.84,0.12,Mutual Funds
18,186532,8200,5400,0,8347.19,30.13,0.64,2.32,3.17,Bonds
43,167491,30200,15700,0,7792.2,14.81,2.78,2.55,1.21,Bonds
40,123865,1800,700,2,17248.92,10.23,3.8,4.0,-1.74,Crypto
25,144777,13200,9000,1,4893.75,32.59,1.04,2.19,-0.03,Index Funds
45,178952,16500,10100,1,7554.49,13.19,1.5,3.92,0.56,ETFs
22,28236,55300,33700,1,12715.56,12.47,1.97,2.94,0.74,ETFs
29,92955,7300,5000,2,8782.17,10.08,1.48,1.17,-2.45,Crypto
44,108145,31900,24600,0,6708.0,22.98,2.26,3.01,-0.18,Fixed Deposit
48,151430,13000,6200,1,3613.52,25.1,3.02,5.6,0.39,ETFs
19,99914,24500,9300,0,5092.97,29.13,3.58,2.47,-0.28,Gold
27,107870,12400,9700,1,2361.83,18.88,4.84,2.61,-2.89,Mutual Funds
50,121243,31800,16200,2,11662.83,31.31,4.69,1.33,-0.23,Crypto
33,19596,32100,23800,1,9848.75,15.08,3.07,4.08,1.18,ETFs
39,169644,62400,28700,1,16659.75,34.96,3.8,5.25,-0.86,ETFs
21,137351,56400,29900,1,5031.38,27.16,4.78,2.76,-0.7,Mutual Funds
28,199269,15000,11300,1,5666.81,27.52,0.88,2.2,2.1,ETFs
36,116496,4100,2500,0,3354.44,16.29,0.53,5.78,-0.3,Bonds
41,135273,47100,25900,1,6946.98,12.22,0.63,4.73,0.17,Mutual Funds
37,198588,2300,1300,2,1462.99,23.94,3.04,3.84,-2.8,Real Estate
24,143155,60600,18200,1,14657.94,28.47,3.93,2.53,-1.58,ETFs
32,125674,37200,25700,1,12133.35,12.85,2.15,2.1,3.28,Index Funds
31,125307,44700,13400,1,19740.72,38.52,2.95,4.58,2.48,Mutual Funds
28,153843,8100,3400,0,15063.01,39.41,2.82,3.61,0.71,Bonds
44,166047,56800,25000,2,8589.09,26.36,0.93,3.6,-3.43,Stocks
33,181720,17500,12800,2,8567.34,38.5,1.95,1.37,-2.0,Crypto
40,184357,35300,19100,2,4007.27,15.38,0.59,3.56,-2.04,Crypto
43,24063,28800,12700,1,8954.85,10.76,1.0,5.11,-2.06,Index Funds
46,72642,56300,19700,1,14294.15,11.18,4.15,5.73,-0.58,ETFs
48,95093,10900,4600,1,2608.57,27.63,4.23,1.53,1.17,ETFs
25,173671,23400,11700,1,14670.57,11.85,4.11,4.16,-0.95,ETFs
49,187992,30900,17900,0,5894.27,38.76,3.77,3.84,-0.47,Fixed Deposit
28,164601,9500,7600,0,14336.75,14.26,4.07,5.45,-0.46,Fixed Deposit
45,40954,22000,13200,0,16107.76,19.14,3.52,4.76,1.35,Bonds
27,32856,29600,17800,1,11808.02,34.68,3.51,5.83,1.34,ETFs
35,7573,67400,23600,0,17735.52,16.56,3.5,5.8,0.24,Gold
47,40367,14400,6900,0,7341.51,17.29,2.81,2.13,1.92,Fixed Deposit
38,104608,14800,9300,1,14188.27,29.27,2.14,4.63,-0.57,Index Funds
30,65774,33200,14900,0,16024.65,18.28,3.79,3.65,2.62,Gold
48,28752,88800,32000,1,12960.84,16.52,1.84,2.07,-0.91,ETFs
40,60029,21600,10800,2,19431.34,17.63,2.94,1.97,-2.95,Real Estate
45,153757,12900,6300,1,9982.75,24.72,2.45,1.41,-1.89,ETFs
38,135282,35300,14800,1,14702.79,38.98,1.74,4.98,-2.03,ETFs
48,56693,32600,23500,1,10181.18,34.97,4.89,2.62,-1.11,Index Funds
22,121739,19200,12900,0,13259.3,18.54,1.66,5.28,1.69,Gold
35,60961,36900,24000,0,8806.57,20.9,1.89,4.04,-0.67,Fixed Deposit
30,131678,68700,24700,1,11199.38,23.94,1.23,4.37,-2.03,Mutual Funds
48,79532,7400,2900,2,7995.32,39.37,4.2,2.46,-2.18,Real Estate
25,86994,44400,30200,0,12874.45,15.17,3.14,3.29,-0.09,Gold
48,61133,15300,9300,0,12364.07,20.72,3.26,3.06,2.29,Gold
45,66268,23100,9500,0,3119.42,31.88,4.19,2.18,0.33,Gold
46,174315,74700,42600,0,8684.38,38.92,2.04,5.16,1.42,Fixed Deposit
28,193456,40100,12000,1,2919.84,14.67,1.37,4.11,0.6,Index Funds
41,36653,8700,3700,2,5341.36,16.82,1.39,1.19,-2.29,Real Estate
36,162729,56200,40500,0,12360.08,16.77,3.8,5.1,0.9,Gold
19,176024,37600,12800,2,14678.65,10.63,3.26,1.53,-1.71,Real Estate
23,158252,38000,22400,0,12139.81,28.12,1.43,3.02,-0.63,Gold
